retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method
Sports Direct,1128299,5/14/21,Southeast,Georgia,Atlanta,Men's Athletic Footwear,52,108,5616,2920.32,Online
Sports Direct,1128299,5/14/21,Southeast,Georgia,Atlanta,Men's Street Footwear,47,160,7520,4060.8,Online
Sports Direct,1128299,5/14/21,Southeast,Georgia,Atlanta,Women's Apparel,53,124,6572,2037.32,Outlet
Sports Direct,1128299,5/14/21,Southeast,Georgia,Atlanta,Women's Athletic Footwear,34,114,3876,1666.68,Outlet
Sports Direct,1128299,5/14/21,Southeast,Georgia,Atlanta,Men's Street Footwear,37,187,6919,3182.74,Outlet
Sports Direct,1128299,5/14/21,Southeast,Georgia,Atlanta,Men's Athletic Footwear,36,136,4896,2203.2,Outlet
Sports Direct,1197831,5/14/21,South,Tennessee,Knoxville,Women's Apparel,65,650,422500,253500,Outlet
Sports Direct,1197831,5/14/21,South,Tennessee,Knoxville,Women's Apparel,59,169,9971,7079.41,Online
Sports Direct,1128299,5/14/21,Southeast,Georgia,Atlanta,Men's Street Footwear,50,550,275000,110000,Online
Sports Direct,1128299,5/14/21,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55,400,220000,88000,Online
Sports Direct,1128299,5/14/21,Southeast,Georgia,Atlanta,Women's Street Footwear,55,425,233750,81812.5,Online
Sports Direct,1128299,5/14/21,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50,325,162500,65000,Online
Sports Direct,1128299,5/14/21,Southeast,Georgia,Atlanta,Men's Apparel,55,225,123750,43312.5,Online
Sports Direct,1128299,5/14/21,Southeast,Georgia,Atlanta,Women's Apparel,70,400,280000,70000,Online
Kohl's,1189833,5/14/21,West,California,Los Angeles,Men's Athletic Footwear,43,264,11352,3405.6,Outlet
Sports Direct,1128299,5/14/21,Southeast,Georgia,Atlanta,Women's Street Footwear,40,145,5800,2262,Outlet
Kohl's,1189833,5/14/21,West,California,Los Angeles,Men's Athletic Footwear,55,800,440000,110000,Outlet
Sports Direct,1128299,5/14/21,Southeast,Georgia,Atlanta,Women's Athletic Footwear,47,91,4277,2309.58,Online
Sports Direct,1197831,5/14/21,South,Tennessee,Knoxville,Women's Apparel,43,202,8686,5732.76,Outlet
Kohl's,1189833,5/14/21,West,California,Los Angeles,Men's Athletic Footwear,51,232,11832,4259.52,Online
Sports Direct,1185732,5/15/21,Midwest,Michigan,Detroit,Men's Apparel,52,124,6448,3417.44,Online
Sports Direct,1197831,5/15/21,South,Tennessee,Knoxville,Men's Street Footwear,53,200,10600,6148,Online
Sports Direct,1185732,5/15/21,Midwest,Michigan,Detroit,Women's Apparel,60,575,345000,189750,In-store
Sports Direct,1197831,5/15/21,South,Tennessee,Knoxville,Men's Street Footwear,55,800,440000,198000,Outlet
Kohl's,1189833,5/15/21,West,California,Los Angeles,Women's Street Footwear,50,650,325000,130000,Outlet
Sports Direct,1185732,5/15/21,Midwest,Michigan,Detroit,Men's Apparel,55,475,261250,104500,In-store
Sports Direct,1185732,5/15/21,Midwest,Michigan,Detroit,Women's Athletic Footwear,45,450,202500,70875,In-store
Sports Direct,1185732,5/15/21,Midwest,Michigan,Detroit,Women's Street Footwear,45,475,213750,64125,In-store
Sports Direct,1185732,5/15/21,Midwest,Michigan,Detroit,Women's Apparel,55,150,8250,5775,Online
Sports Direct,1185732,5/15/21,Midwest,Michigan,Detroit,Men's Street Footwear,50,795,397500,198750,In-store
Sports Direct,1185732,5/15/21,Midwest,Michigan,Detroit,Men's Athletic Footwear,50,500,250000,100000,In-store
Kohl's,1189833,5/15/21,West,California,Los Angeles,Women's Street Footwear,49,176,8624,4398.24,Online
Sports Direct,1185732,5/15/21,Midwest,Michigan,Detroit,Women's Athletic Footwear,42,126,5292,2646,Online
Kohl's,1189833,5/15/21,West,California,Los Angeles,Women's Street Footwear,33,208,6864,2882.88,Outlet
Sports Direct,1185732,5/15/21,Midwest,Michigan,Detroit,Men's Street Footwear,48,207,9936,6060.96,Online
Sports Direct,1197831,5/15/21,South,Tennessee,Knoxville,Men's Street Footwear,39,248,9672,4642.56,Outlet
Sports Direct,1185732,5/15/21,Midwest,Michigan,Detroit,Men's Athletic Footwear,47,150,7050,3877.5,Online
Sports Direct,1185732,5/15/21,Midwest,Michigan,Detroit,Women's Street Footwear,44,133,5852,2340.8,Online
Sports Direct,1197831,5/16/21,South,Tennessee,Knoxville,Men's Athletic Footwear,37,264,9768,4786.32,Outlet
Foot Locker,1185732,5/16/21,South,Mississippi,Jackson,Women's Street Footwear,35,425,148750,59500,Online
Foot Locker,1185732,5/16/21,South,Mississippi,Jackson,Men's Athletic Footwear,40,450,180000,63000,Online
Foot Locker,1185732,5/16/21,South,Mississippi,Jackson,Men's Street Footwear,40,745,298000,119200,Online
Sports Direct,1197831,5/16/21,South,Tennessee,Knoxville,Men's Athletic Footwear,55,800,440000,198000,Outlet
Kohl's,1189833,5/16/21,West,California,Los Angeles,Women's Athletic Footwear,33,213,7029,2952.18,Outlet
Kohl's,1189833,5/16/21,West,California,Los Angeles,Women's Athletic Footwear,50,625,312500,109375,Outlet
Kohl's,1189833,5/16/21,West,California,Los Angeles,Women's Athletic Footwear,48,175,8400,3780,Online
Foot Locker,1185732,5/16/21,South,Mississippi,Jackson,Women's Athletic Footwear,35,375,131250,52500,Online
Foot Locker,1185732,5/16/21,South,Mississippi,Jackson,Men's Street Footwear,27,238,6426,2698.92,Outlet
Foot Locker,1185732,5/16/21,South,Mississippi,Jackson,Men's Apparel,45,400,180000,63000,Online
Foot Locker,1185732,5/16/21,South,Mississippi,Jackson,Women's Street Footwear,26,136,3536,1520.48,Outlet
Foot Locker,1185732,5/16/21,South,Mississippi,Jackson,Men's Street Footwear,39,194,7566,4161.3,Online
Foot Locker,1185732,5/16/21,South,Mississippi,Jackson,Women's Athletic Footwear,33,101,3333,1699.83,Online
Foot Locker,1185732,5/16/21,South,Mississippi,Jackson,Men's Apparel,41,116,4756,2235.32,Online
Sports Direct,1197831,5/16/21,South,Tennessee,Knoxville,Men's Athletic Footwear,51,240,12240,6732,Online
Foot Locker,1185732,5/16/21,South,Mississippi,Jackson,Men's Athletic Footwear,28,140,3920,1607.2,Outlet
Foot Locker,1185732,5/16/21,South,Mississippi,Jackson,Women's Apparel,35,150,5250,2940,Outlet
Foot Locker,1185732,5/16/21,South,Mississippi,Jackson,Men's Apparel,34,132,4488,1795.2,Outlet
Foot Locker,1185732,5/16/21,South,Mississippi,Jackson,Women's Athletic Footwear,24,116,2784,1280.64,Outlet
Foot Locker,1185732,5/16/21,South,Mississippi,Jackson,Women's Street Footwear,33,119,3927,2120.58,Online
Foot Locker,1185732,5/16/21,South,Mississippi,Jackson,Men's Athletic Footwear,37,131,4847,2181.15,Online
Foot Locker,1185732,5/16/21,South,Mississippi,Jackson,Women's Apparel,50,500,250000,125000,Online
Foot Locker,1185732,5/16/21,South,Mississippi,Jackson,Women's Apparel,47,140,6580,4211.2,Online
Amazon,1185732,5/17/21,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,40,93,3720,1599.6,Outlet
Amazon,1185732,5/17/21,Northeast,New Hampshire,Manchester,Women's Street Footwear,42,101,4242,1442.28,Outlet
Amazon,1185732,5/17/21,Northeast,New Hampshire,Manchester,Women's Street Footwear,51,98,4998,2099.16,Online
Amazon,1185732,5/17/21,Northeast,New Hampshire,Manchester,Men's Apparel,63,78,4914,2211.3,Online
Amazon,1185732,5/17/21,Northeast,New Hampshire,Manchester,Women's Apparel,65,115,7475,3438.5,Online
Amazon,1185732,5/17/21,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,41,91,3731,1268.54,Outlet
Amazon,1185732,5/17/21,Northeast,New Hampshire,Manchester,Men's Apparel,52,90,4680,1497.6,Outlet
Amazon,1185732,5/17/21,Northeast,New Hampshire,Manchester,Women's Apparel,46,140,6440,2511.6,Outlet
Amazon,1185732,5/17/21,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55,275,151250,45375,In-store
Amazon,1185732,5/17/21,Northeast,New Hampshire,Manchester,Women's Apparel,70,425,297500,104125,In-store
Amazon,1185732,5/17/21,Northeast,New Hampshire,Manchester,Men's Apparel,65,300,195000,58500,In-store
Amazon,1185732,5/17/21,Northeast,New Hampshire,Manchester,Men's Street Footwear,47,196,9212,3961.16,Outlet
Amazon,1185732,5/17/21,Northeast,New Hampshire,Manchester,Women's Street Footwear,55,325,178750,53625,In-store
Amazon,1185732,5/17/21,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60,300,180000,72000,In-store
Amazon,1185732,5/17/21,Northeast,New Hampshire,Manchester,Men's Street Footwear,65,595,386750,154700,In-store
Kohl's,1189833,5/17/21,West,California,Los Angeles,Men's Apparel,46,210,9660,5989.2,Outlet
Kohl's,1189833,5/17/21,West,California,Los Angeles,Men's Apparel,60,600,360000,198000,Outlet
Kohl's,1189833,5/17/21,West,California,Los Angeles,Men's Apparel,56,174,9744,6625.92,Online
Sports Direct,1197831,5/17/21,South,Tennessee,Knoxville,Women's Street Footwear,44,210,9240,4712.4,Outlet
Amazon,1185732,5/17/21,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,52,80,4160,1664,Online
Sports Direct,1197831,5/17/21,South,Tennessee,Knoxville,Women's Street Footwear,60,700,420000,189000,Outlet
Amazon,1185732,5/17/21,Northeast,New Hampshire,Manchester,Men's Street Footwear,64,173,11072,5868.16,Online
Sports Direct,1197831,5/17/21,South,Tennessee,Knoxville,Women's Street Footwear,54,210,11340,6237,Online
Amazon,1185732,5/17/21,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,54,87,4698,2536.92,Online
West Gear,1128299,5/18/21,South,Louisiana,New Orleans,Men's Street Footwear,45,550,247500,99000,In-store
Walmart,1128299,5/18/21,Southeast,Florida,Orlando,Men's Street Footwear,58,155,8990,3865.7,Online
Walmart,1128299,5/18/21,Southeast,Florida,Orlando,Men's Athletic Footwear,60,128,7680,3072,Online
Walmart,1128299,5/18/21,Southeast,Florida,Orlando,Women's Street Footwear,59,119,7021,3159.45,Online
West Gear,1128299,5/18/21,South,Louisiana,New Orleans,Men's Street Footwear,32,176,5632,2421.76,Outlet
West Gear,1128299,5/18/21,South,Louisiana,New Orleans,Men's Athletic Footwear,40,128,5120,2252.8,Outlet
West Gear,1128299,5/18/21,South,Louisiana,New Orleans,Women's Street Footwear,37,136,5032,2113.44,Outlet
West Gear,1128299,5/18/21,South,Louisiana,New Orleans,Women's Athletic Footwear,33,101,3333,1433.19,Outlet
Walmart,1128299,5/18/21,Southeast,Florida,Orlando,Women's Athletic Footwear,39,107,4173,1418.82,Outlet
Kohl's,1189833,5/18/21,West,California,Los Angeles,Women's Apparel,46,208,9568,2296.32,Outlet
West Gear,1185732,5/18/21,Northeast,West Virginia,Charleston,Women's Apparel,52,95,4940,2717,Online
West Gear,1185732,5/18/21,Northeast,West Virginia,Charleston,Men's Apparel,42,68,2856,1542.24,Online
West Gear,1185732,5/18/21,Northeast,West Virginia,Charleston,Women's Athletic Footwear,33,50,1650,907.5,Online
West Gear,1185732,5/18/21,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35,200,70000,28000,In-store
West Gear,1185732,5/18/21,Northeast,West Virginia,Charleston,Women's Street Footwear,32,77,2464,1355.2,Online
West Gear,1185732,5/18/21,Northeast,West Virginia,Charleston,Men's Athletic Footwear,37,87,3219,1641.69,Online
Walmart,1128299,5/18/21,Southeast,Florida,Orlando,Women's Apparel,67,173,11591,6722.78,Online
Walmart,1128299,5/18/21,Southeast,Florida,Orlando,Men's Apparel,52,68,3536,1131.52,Online
West Gear,1128299,5/18/21,South,Louisiana,New Orleans,Men's Apparel,32,77,2464,1182.72,Outlet
West Gear,1128299,5/18/21,South,Louisiana,New Orleans,Women's Apparel,46,178,8188,3275.2,Outlet
West Gear,1185732,5/18/21,Northeast,West Virginia,Charleston,Women's Street Footwear,35,275,96250,38500,In-store
West Gear,1128299,5/18/21,South,Louisiana,New Orleans,Women's Street Footwear,50,400,200000,80000,In-store
Walmart,1128299,5/18/21,Southeast,Florida,Orlando,Women's Street Footwear,46,132,6072,2185.92,Outlet
Walmart,1128299,5/18/21,Southeast,Florida,Orlando,Men's Apparel,42,68,2856,714,Outlet
Sports Direct,1197831,5/18/21,South,Tennessee,Knoxville,Women's Athletic Footwear,44,176,7744,4646.4,Outlet
Walmart,1128299,5/18/21,Southeast,Florida,Orlando,Women's Apparel,48,173,8304,3902.88,Outlet
Sports Direct,1197831,5/18/21,South,Tennessee,Knoxville,Women's Athletic Footwear,54,149,8046,5551.74,Online
Walmart,1128299,5/18/21,Southeast,Florida,Orlando,Men's Street Footwear,60,575,345000,103500,Outlet
Walmart,1128299,5/18/21,Southeast,Florida,Orlando,Men's Athletic Footwear,65,425,276250,69062.5,Outlet
West Gear,1185732,5/18/21,Northeast,West Virginia,Charleston,Men's Street Footwear,58,179,10382,5398.64,Online
Walmart,1128299,5/18/21,Southeast,Florida,Orlando,Women's Street Footwear,65,425,276250,82875,Outlet
Walmart,1128299,5/18/21,Southeast,Florida,Orlando,Women's Athletic Footwear,60,325,195000,58500,Outlet
Walmart,1128299,5/18/21,Southeast,Florida,Orlando,Men's Apparel,55,225,123750,24750,Outlet
Walmart,1128299,5/18/21,Southeast,Florida,Orlando,Women's Apparel,70,575,402500,181125,Outlet
West Gear,1128299,5/18/21,South,Louisiana,New Orleans,Men's Apparel,40,225,90000,40500,In-store
West Gear,1128299,5/18/21,South,Louisiana,New Orleans,Women's Apparel,65,575,373750,130812.5,Online
Kohl's,1189833,5/18/21,West,California,Los Angeles,Women's Apparel,62,176,10912,3819.2,Online
Walmart,1128299,5/18/21,Southeast,Florida,Orlando,Men's Athletic Footwear,46,132,6072,1700.16,Outlet
West Gear,1185732,5/18/21,Northeast,West Virginia,Charleston,Men's Street Footwear,60,595,357000,142800,In-store
West Gear,1185732,5/18/21,Northeast,West Virginia,Charleston,Men's Apparel,45,225,101250,40500,In-store
West Gear,1185732,5/18/21,Northeast,West Virginia,Charleston,Men's Athletic Footwear,40,300,120000,48000,In-store
Walmart,1128299,5/18/21,Southeast,Florida,Orlando,Men's Street Footwear,44,201,8844,2918.52,Outlet
West Gear,1128299,5/18/21,South,Louisiana,New Orleans,Women's Athletic Footwear,45,325,146250,58500,In-store
West Gear,1128299,5/18/21,South,Louisiana,New Orleans,Men's Athletic Footwear,50,400,200000,80000,In-store
Walmart,1128299,5/18/21,Southeast,Florida,Orlando,Women's Athletic Footwear,59,88,5192,2232.56,Online
West Gear,1185732,5/18/21,Northeast,West Virginia,Charleston,Women's Apparel,55,350,192500,77000,In-store
West Gear,1128299,5/18/21,South,Louisiana,New Orleans,Women's Apparel,59,167,9853,4433.85,Online
Sports Direct,1197831,5/18/21,South,Tennessee,Knoxville,Women's Athletic Footwear,60,550,330000,181500,Outlet
West Gear,1128299,5/18/21,South,Louisiana,New Orleans,Men's Street Footwear,43,160,6880,3646.4,Online
West Gear,1128299,5/18/21,South,Louisiana,New Orleans,Men's Athletic Footwear,47,100,4700,2444,Online
Kohl's,1189833,5/18/21,West,California,Los Angeles,Women's Apparel,65,650,422500,84500,Outlet
West Gear,1128299,5/18/21,South,Louisiana,New Orleans,Women's Athletic Footwear,44,85,3740,1907.4,Online
West Gear,1128299,5/18/21,South,Louisiana,New Orleans,Men's Apparel,36,65,2340,1380.6,Online
West Gear,1128299,5/18/21,South,Louisiana,New Orleans,Women's Street Footwear,49,112,5488,2798.88,Online
Walmart,1197831,5/19/21,South,Arkansas,Little Rock,Women's Apparel,33,145,4785,2248.95,Outlet
Sports Direct,1197831,5/19/21,South,Tennessee,Knoxville,Men's Apparel,38,160,6080,2857.6,Outlet
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,26,74,1924,808.08,Outlet
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,27,88,2376,997.92,Outlet
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,29,93,2697,1024.86,Outlet
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,28,179,5012,2155.16,Outlet
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,40,595,238000,95200,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,40,300,120000,42000,Online
Walmart,1197831,5/19/21,South,Arkansas,Little Rock,Men's Athletic Footwear,28,116,3248,1364.16,Outlet
Walmart,1197831,5/19/21,South,Arkansas,Little Rock,Women's Street Footwear,27,119,3213,1413.72,Outlet
Walmart,1197831,5/19/21,South,Arkansas,Little Rock,Women's Athletic Footwear,24,90,2160,1015.2,Outlet
Walmart,1197831,5/19/21,South,Arkansas,Little Rock,Men's Apparel,32,111,3552,1385.28,Outlet
Walmart,1197831,5/19/21,South,Arkansas,Little Rock,Men's Athletic Footwear,40,375,150000,52500,Online
Walmart,1197831,5/19/21,South,Arkansas,Little Rock,Men's Street Footwear,26,228,5928,2726.88,Outlet
Sports Direct,1197831,5/19/21,South,Tennessee,Knoxville,Men's Apparel,50,140,7000,3500,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Men's Apparel,33,80,2640,1082.4,Outlet
Walmart,1197831,5/19/21,South,Arkansas,Little Rock,Women's Street Footwear,35,350,122500,49000,Online
Walmart,1197831,5/19/21,South,Arkansas,Little Rock,Women's Athletic Footwear,35,300,105000,42000,Online
Walmart,1197831,5/19/21,South,Arkansas,Little Rock,Men's Apparel,45,325,146250,51187.5,Online
Walmart,1197831,5/19/21,South,Arkansas,Little Rock,Women's Apparel,45,425,191250,76500,Online
Foot Locker,1185732,5/19/21,Midwest,Missouri,St. Louis,Women's Apparel,45,105,4725,2835,Online
Foot Locker,1185732,5/19/21,Midwest,Missouri,St. Louis,Men's Apparel,44,70,3080,1478.4,Online
Foot Locker,1185732,5/19/21,Midwest,Missouri,St. Louis,Women's Athletic Footwear,29,65,1885,1036.75,Online
Foot Locker,1185732,5/19/21,Midwest,Missouri,St. Louis,Women's Street Footwear,29,87,2523,1160.58,Online
Foot Locker,1185732,5/19/21,Midwest,Missouri,St. Louis,Men's Athletic Footwear,34,88,2992,1406.24,Online
Foot Locker,1185732,5/19/21,Midwest,Missouri,St. Louis,Men's Street Footwear,39,180,7020,3580.2,Online
Foot Locker,1185732,5/19/21,Midwest,Missouri,St. Louis,Women's Apparel,50,350,175000,87500,In-store
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Women's Apparel,33,116,3828,1722.6,Outlet
Foot Locker,1185732,5/19/21,Midwest,Missouri,St. Louis,Men's Apparel,45,250,112500,39375,In-store
Foot Locker,1185732,5/19/21,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30,225,67500,27000,In-store
Foot Locker,1185732,5/19/21,Midwest,Missouri,St. Louis,Women's Street Footwear,30,300,90000,31500,In-store
Foot Locker,1185732,5/19/21,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35,325,113750,39812.5,In-store
Foot Locker,1185732,5/19/21,Midwest,Missouri,St. Louis,Men's Street Footwear,40,620,248000,99200,In-store
Sports Direct,1197831,5/19/21,South,Tennessee,Knoxville,Men's Apparel,55,500,275000,110000,Outlet
Kohl's,1189833,5/19/21,West,California,Los Angeles,Men's Street Footwear,50,825,412500,165000,Outlet
Walmart,1197831,5/19/21,South,Arkansas,Little Rock,Men's Street Footwear,40,670,268000,107200,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Women's Apparel,45,350,157500,63000,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Men's Apparel,45,250,112500,39375,Online
Walmart,1197831,5/19/21,South,Arkansas,Little Rock,Women's Apparel,44,111,4884,2686.2,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,35,225,78750,31500,Online
Walmart,1197831,5/19/21,South,Arkansas,Little Rock,Women's Street Footwear,34,91,3094,1701.7,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,35,275,96250,38500,Online
Walmart,1197831,5/19/21,South,Arkansas,Little Rock,Men's Athletic Footwear,38,113,4294,2147,Online
Walmart,1197831,5/19/21,South,Arkansas,Little Rock,Men's Street Footwear,39,181,7059,3811.86,Online
Kohl's,1189833,5/19/21,West,California,Los Angeles,Men's Street Footwear,40,272,10880,5004.8,Outlet
Walmart,1197831,5/19/21,South,Arkansas,Little Rock,Women's Athletic Footwear,34,78,2652,1405.56,Online
Walmart,1197831,5/19/21,South,Arkansas,Little Rock,Men's Apparel,42,85,3570,1677.9,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Men's Street Footwear,36,167,6012,3246.48,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,39,87,3393,1526.85,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Women's Street Footwear,34,72,2448,1272.96,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,34,59,2006,1103.3,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Men's Apparel,43,75,3225,1451.25,Online
West Gear,1197831,5/19/21,South,Oklahoma,Oklahoma City,Women's Apparel,42,98,4116,2140.32,Online
Kohl's,1189833,5/19/21,West,California,Los Angeles,Men's Street Footwear,49,231,11319,5659.5,Online
Sports Direct,1197831,5/20/21,South,Tennessee,Knoxville,Women's Apparel,65,750,487500,292500,Outlet
West Gear,1185732,5/20/21,Northeast,Maryland,Baltimore,Women's Street Footwear,36,38,1368,656.64,Online
Sports Direct,1197831,5/20/21,South,Tennessee,Knoxville,Women's Apparel,61,225,13725,10156.5,Online
Kohl's,1189833,5/20/21,West,California,Los Angeles,Men's Athletic Footwear,42,264,11088,3326.4,Outlet
Kohl's,1189833,5/20/21,West,California,Los Angeles,Men's Athletic Footwear,54,215,11610,4411.8,Online
Amazon,1185732,5/20/21,West,Alaska,Anchorage,Men's Apparel,65,275,178750,44687.5,Outlet
Kohl's,1189833,5/20/21,West,California,Los Angeles,Men's Athletic Footwear,55,825,453750,113437.5,Outlet
West Gear,1185732,5/20/21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,42,47,1974,908.04,Online
Amazon,1185732,5/20/21,West,Alaska,Anchorage,Men's Street Footwear,65,570,370500,129675,Outlet
Amazon,1185732,5/20/21,West,Alaska,Anchorage,Men's Athletic Footwear,60,275,165000,57750,Outlet
Amazon,1185732,5/20/21,West,Alaska,Anchorage,Women's Street Footwear,55,300,165000,41250,Outlet
Amazon,1185732,5/20/21,West,Alaska,Anchorage,Women's Athletic Footwear,55,250,137500,34375,Outlet
West Gear,1185732,5/20/21,Northeast,Maryland,Baltimore,Men's Street Footwear,49,118,5782,3006.64,Online
Amazon,1185732,5/20/21,West,Alaska,Anchorage,Women's Apparel,70,400,280000,84000,Outlet
West Gear,1185732,5/20/21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,37,30,1110,532.8,Online
Amazon,1185732,5/20/21,West,Alaska,Anchorage,Men's Apparel,62,69,4278,1625.64,Online
West Gear,1185732,5/20/21,Northeast,Maryland,Baltimore,Women's Apparel,52,63,3276,1343.16,Online
Amazon,1185732,5/20/21,West,Alaska,Anchorage,Women's Apparel,67,100,6700,2747,Online
Amazon,1185732,5/20/21,West,Alaska,Anchorage,Women's Athletic Footwear,51,63,3213,1220.94,Online
West Gear,1185732,5/20/21,Northeast,Maryland,Baltimore,Men's Street Footwear,50,470,235000,94000,In-store
West Gear,1185732,5/20/21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45,175,78750,27562.5,In-store
West Gear,1185732,5/20/21,Northeast,Maryland,Baltimore,Women's Street Footwear,40,150,60000,21000,In-store
West Gear,1185732,5/20/21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,40,100,40000,14000,In-store
West Gear,1185732,5/20/21,Northeast,Maryland,Baltimore,Men's Apparel,49,36,1764,740.88,Online
Amazon,1185732,5/20/21,West,Alaska,Anchorage,Women's Street Footwear,53,84,4452,1780.8,Online
Amazon,1185732,5/20/21,West,Alaska,Anchorage,Men's Street Footwear,59,160,9440,4720,Online
West Gear,1185732,5/20/21,Northeast,Maryland,Baltimore,Men's Apparel,50,125,62500,18750,In-store
West Gear,1185732,5/20/21,Northeast,Maryland,Baltimore,Women's Apparel,55,250,137500,41250,In-store
Sports Direct,1197831,5/20/21,South,Tennessee,Knoxville,Women's Apparel,49,225,11025,6945.75,Outlet
Amazon,1185732,5/20/21,West,Alaska,Anchorage,Men's Athletic Footwear,56,72,4032,1814.4,Online
Kohl's,1189833,5/21/21,West,California,Los Angeles,Women's Street Footwear,47,169,7943,3971.5,Online
Foot Locker,1185732,5/21/21,South,Tennessee,Knoxville,Men's Street Footwear,32,119,3808,1904,Online
Foot Locker,1185732,5/21/21,South,Tennessee,Knoxville,Men's Street Footwear,27,140,3780,1663.2,Outlet
Foot Locker,1185732,5/21/21,South,Tennessee,Knoxville,Men's Street Footwear,35,425,148750,59500,Outlet
Kohl's,1189833,5/21/21,West,California,Los Angeles,Women's Street Footwear,50,675,337500,135000,Outlet
Kohl's,1189833,5/21/21,West,California,Los Angeles,Women's Street Footwear,35,223,7805,3590.3,Outlet
Foot Locker,1185732,5/22/21,South,Tennessee,Knoxville,Men's Athletic Footwear,35,225,78750,27562.5,Outlet
Foot Locker,1185732,5/22/21,South,Tennessee,Knoxville,Men's Athletic Footwear,32,56,1792,878.08,Online
Foot Locker,1185732,5/22/21,South,Tennessee,Knoxville,Men's Athletic Footwear,23,70,1610,660.1,Outlet
Kohl's,1189833,5/22/21,West,California,Los Angeles,Women's Athletic Footwear,50,650,325000,113750,Outlet
Kohl's,1189833,5/22/21,West,California,Los Angeles,Women's Athletic Footwear,33,221,7293,3063.06,Outlet
Kohl's,1189833,5/22/21,West,California,Los Angeles,Women's Athletic Footwear,47,176,8272,3722.4,Online
Amazon,1185732,5/23/21,Southeast,Kentucky,Louisville,Men's Athletic Footwear,42,68,2856,1428,Online
Foot Locker,1185732,5/23/21,South,Tennessee,Knoxville,Women's Street Footwear,24,65,1560,748.8,Online
Amazon,1185732,5/23/21,Southeast,Kentucky,Louisville,Women's Apparel,51,83,4233,2158.83,Online
Kohl's,1189833,5/23/21,West,California,Los Angeles,Men's Apparel,55,174,9570,6603.3,Online
Amazon,1185732,5/23/21,Southeast,Kentucky,Louisville,Women's Apparel,55,275,151250,60500,Online
Amazon,1185732,5/23/21,Southeast,Kentucky,Louisville,Men's Apparel,50,150,75000,26250,Online
Amazon,1185732,5/23/21,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40,125,50000,20000,Online
Amazon,1185732,5/23/21,Southeast,Kentucky,Louisville,Women's Street Footwear,40,200,80000,32000,Online
Amazon,1185732,5/23/21,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45,225,101250,35437.5,Online
Amazon,1185732,5/23/21,Southeast,Kentucky,Louisville,Men's Street Footwear,50,520,260000,104000,Online
Foot Locker,1185732,5/23/21,South,Tennessee,Knoxville,Women's Street Footwear,19,74,1406,548.34,Outlet
Amazon,1185732,5/23/21,Southeast,Kentucky,Louisville,Men's Apparel,46,42,1932,888.72,Online
Amazon,1185732,5/23/21,Southeast,Kentucky,Louisville,Women's Athletic Footwear,38,38,1444,779.76,Online
Amazon,1185732,5/23/21,Southeast,Kentucky,Louisville,Women's Street Footwear,38,58,2204,1146.08,Online
Amazon,1185732,5/23/21,Southeast,Kentucky,Louisville,Men's Street Footwear,49,156,7644,3898.44,Online
Kohl's,1189833,5/23/21,West,California,Los Angeles,Men's Apparel,60,600,360000,198000,Outlet
